sim_id,totalSimTimeHr,cc3d_iterODE,cc3d_mcs2second,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul,X1,hepatoVolume,bloodVolume,pbpk_Fup,pbpk_FupG,pbpk_FupS,pbpk_Kl2p,pbpk_Kl2pG,pbpk_Kl2pS,pbpk_Kk2p,pbpk_Kk2pG,pbpk_Kk2pS,pbpk_Kr2p,pbpk_Kr2pG,pbpk_Kr2pS,pbpk_Qgfr,pbpk_QgfrG,pbpk_QgfrS,pbpk_Rb2p,pbpk_Rb2pG,pbpk_Rb2pS,pbpk_bw,pbpk_dose,pbpk_hemat,pbpk_kGutabs,pbpk_CLmetabolism,cc3d_Km_AT_APAP,cc3d_Vmax_AT_APAP,cc3d_k_AT_APAPG,cc3d_k_AT_APAPS,cc3d_k_PD_H2H,cc3d_k_PD_H2R,cc3d_k_PD_H2S,cc3d_k_PD_R2H,cc3d_k_PD_R2R,cc3d_k_PD_R2S,cc3d_k_PD_S2H,cc3d_k_PD_S2R,cc3d_k_PD_S2S,sc_Km_2E1_APAP,sc_Km_GLUC,sc_Km_SULF,sc_Vmax_2E1_APAP,sc_Vmax_GLUC,sc_Vmax_SULF,sc_kGsh,sc_kNapqiGsh
sim_000888,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.005,0.002525,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000889,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000890,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000891,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000892,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000893,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000894,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000895,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000896,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000897,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.012875,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000898,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.037625,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000899,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.012875,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000900,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.037625,0.001,0.001,0.001,0.001,0.001,0.001,0.00505,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000901,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,2,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000902,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,200,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000903,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,2,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000904,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,200,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000905,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,2,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000906,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,200,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000907,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,2,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000908,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,200,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000909,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,2,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000910,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,200,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000911,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,2,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000912,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,200,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000913,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,2,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000914,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,200,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000915,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,2,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000916,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,200,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000917,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,0.8,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000918,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,2,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000919,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,0.8,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000920,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,2,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000921,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,0.8,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000922,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,2,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000923,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,0.8,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000924,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,2,0,0.12625,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000925,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.0025,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000926,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.25,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000927,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.0025,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000928,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.25,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000929,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.0025,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000930,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.25,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000931,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.0025,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000932,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.25,0.002525,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000933,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,5e-05,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000934,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.005,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000935,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,5e-05,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000936,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.005,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000937,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,5e-05,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000938,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.005,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000939,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,5e-05,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000940,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.005,0.002525,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000941,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000942,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000943,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000944,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000945,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000946,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000947,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,5e-05,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000948,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.005,0.02525,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000949,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000950,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000951,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000952,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,1.29,0.12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000953,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
sim_000954,24,1,1,0,0,10,0,0,0,0,8e-12,1.3e-12,0.8,1,1,1,1,1,1,1,1,1.7,0.25,0.1,0.714,101,101,1.09,0.55,0.55,70,1.4,0.45,1.4,0,0.12625,0.002525,0.002525,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.001,1.29,12,1.01,2e-05,0.007575,0.00101,0.0001,0.1
